data_id,language,form,age,gender,mom_ed,comprehension,production
88535,English (British),TEDS Twos,23,Male,Some College,2,2
88536,English (British),TEDS Twos,23,Male,Some College,2,2
88537,English (British),TEDS Twos,24,Male,Some Secondary,80,80
88538,English (British),TEDS Twos,24,Female,Some Secondary,75,75
88539,English (British),TEDS Twos,34,Male,Primary,100,100
88540,English (British),TEDS Twos,34,Male,Primary,99,99
88541,English (British),TEDS Twos,23,Male,Primary,5,5
88542,English (British),TEDS Twos,23,Male,Primary,6,6
88543,English (British),TEDS Twos,29,Female,Some Secondary,73,73
88544,English (British),TEDS Twos,29,Female,Some Secondary,80,80
88545,English (British),TEDS Twos,23,Male,Secondary,64,64
88546,English (British),TEDS Twos,23,Female,Secondary,72,72
88547,English (British),TEDS Twos,24,Female,Some Secondary,49,49
88548,English (British),TEDS Twos,24,Female,Some Secondary,81,81
88549,English (British),TEDS Twos,24,Male,Primary,25,25
88550,English (British),TEDS Twos,24,Male,Primary,21,21
88551,English (British),TEDS Twos,24,Female,Primary,29,29
88552,English (British),TEDS Twos,24,Female,Primary,29,29
88553,English (British),TEDS Twos,24,Male,Some Secondary,87,87
88554,English (British),TEDS Twos,24,Male,Some Secondary,86,86
88555,English (British),TEDS Twos,22,Female,Some Secondary,53,53
88556,English (British),TEDS Twos,23,Female,Some Secondary,89,89
88557,English (British),TEDS Twos,23,Female,NA,37,37
88558,English (British),TEDS Twos,23,Male,NA,34,34
88559,English (British),TEDS Twos,24,Female,Secondary,63,63
88560,English (British),TEDS Twos,24,Male,Secondary,66,66
88561,English (British),TEDS Twos,24,Male,College,33,33
88562,English (British),TEDS Twos,24,Male,College,36,36
88563,English (British),TEDS Twos,25,Male,Some Secondary,36,36
88564,English (British),TEDS Twos,24,Male,Some Secondary,32,32
88565,English (British),TEDS Twos,29,Female,Some Secondary,68,68
88566,English (British),TEDS Twos,29,Female,Some Secondary,68,68
88567,English (British),TEDS Twos,24,Female,Some Secondary,71,71
88568,English (British),TEDS Twos,24,Female,Some Secondary,71,71
88569,English (British),TEDS Twos,24,Male,Some Secondary,53,53
88570,English (British),TEDS Twos,24,Male,Some Secondary,52,52
88571,English (British),TEDS Twos,23,Male,None,44,44
88572,English (British),TEDS Twos,23,Male,None,42,42
88573,English (British),TEDS Twos,33,Male,Some Secondary,77,77
88574,English (British),TEDS Twos,30,Male,Some Secondary,96,96
88575,English (British),TEDS Twos,24,Female,None,49,49
88576,English (British),TEDS Twos,24,Female,None,44,44
88577,English (British),TEDS Twos,24,Male,Some Secondary,25,25
88578,English (British),TEDS Twos,24,Male,Some Secondary,30,30
88579,English (British),TEDS Twos,24,Male,Some Secondary,93,93
88580,English (British),TEDS Twos,24,Female,Some Secondary,100,100
88581,English (British),TEDS Twos,24,Female,Some Secondary,64,64
88582,English (British),TEDS Twos,24,Female,Some Secondary,65,65
88583,English (British),TEDS Twos,24,Male,Primary,14,14
88584,English (British),TEDS Twos,24,Male,Primary,19,19
88585,English (British),TEDS Twos,24,Female,Secondary,75,75
88586,English (British),TEDS Twos,23,Male,Secondary,51,51
88587,English (British),TEDS Twos,24,Female,Primary,32,32
88588,English (British),TEDS Twos,24,Male,Primary,27,27
88589,English (British),TEDS Twos,23,Male,Primary,6,6
88590,English (British),TEDS Twos,23,Male,Primary,6,6
88591,English (British),TEDS Twos,24,Male,Primary,27,27
88592,English (British),TEDS Twos,25,Male,Primary,35,35
88593,English (British),TEDS Twos,24,Male,Some Secondary,38,38
88594,English (British),TEDS Twos,24,Female,Some Secondary,27,27
88595,English (British),TEDS Twos,24,Female,Primary,29,29
88596,English (British),TEDS Twos,23,Female,Primary,38,38
88597,English (British),TEDS Twos,24,Male,Some Secondary,68,68
88598,English (British),TEDS Twos,24,Female,Some Secondary,62,62
88599,English (British),TEDS Twos,24,Female,Secondary,58,58
88600,English (British),TEDS Twos,24,Male,Secondary,50,50
88601,English (British),TEDS Twos,23,Male,None,26,26
88602,English (British),TEDS Twos,23,Male,None,28,28
88603,English (British),TEDS Twos,24,Female,Primary,33,33
88604,English (British),TEDS Twos,24,Female,Primary,32,32
88605,English (British),TEDS Twos,24,Male,Some Secondary,58,58
88606,English (British),TEDS Twos,24,Female,Some Secondary,58,58
88607,English (British),TEDS Twos,24,Male,Some Secondary,36,36
88608,English (British),TEDS Twos,24,Male,Some Secondary,35,35
88609,English (British),TEDS Twos,24,Female,Secondary,39,39
88610,English (British),TEDS Twos,24,Female,Secondary,57,57
88611,English (British),TEDS Twos,23,Female,Some Secondary,70,70
88612,English (British),TEDS Twos,23,Female,Some Secondary,69,69
88613,English (British),TEDS Twos,28,Female,None,36,36
88614,English (British),TEDS Twos,28,Male,None,37,37
88615,English (British),TEDS Twos,24,Female,Some College,62,62
88616,English (British),TEDS Twos,24,Female,Some College,56,56
88617,English (British),TEDS Twos,23,Male,Some Secondary,38,38
88618,English (British),TEDS Twos,23,Male,Some Secondary,43,43
88619,English (British),TEDS Twos,24,Male,Secondary,31,31
88620,English (British),TEDS Twos,24,Female,Secondary,31,31
88621,English (British),TEDS Twos,24,Female,Secondary,56,56
88622,English (British),TEDS Twos,24,Male,Secondary,54,54
88623,English (British),TEDS Twos,24,Male,Some College,60,60
88624,English (British),TEDS Twos,24,Female,Some College,61,61
88625,English (British),TEDS Twos,29,Female,Graduate,91,91
88626,English (British),TEDS Twos,29,Male,Graduate,92,92
88627,English (British),TEDS Twos,24,Female,Some Secondary,51,51
88628,English (British),TEDS Twos,24,Female,Some Secondary,51,51
88629,English (British),TEDS Twos,24,Female,Some Secondary,20,20
88630,English (British),TEDS Twos,23,Female,Some Secondary,22,22
88631,English (British),TEDS Twos,24,Male,None,40,40
88632,English (British),TEDS Twos,23,Female,None,70,70
88633,English (British),TEDS Twos,25,Female,College,30,30
88634,English (British),TEDS Twos,25,Male,College,31,31
88635,English (British),TEDS Twos,23,Male,Some Secondary,49,49
88636,English (British),TEDS Twos,23,Female,Some Secondary,53,53
88637,English (British),TEDS Twos,29,Female,Primary,77,77
88638,English (British),TEDS Twos,29,Female,Primary,80,80
88639,English (British),TEDS Twos,29,Male,None,0,0
88640,English (British),TEDS Twos,29,Male,None,0,0
88641,English (British),TEDS Twos,26,Male,None,5,5
88642,English (British),TEDS Twos,26,Male,None,14,14
88643,English (British),TEDS Twos,24,Male,Secondary,25,25
88644,English (British),TEDS Twos,24,Male,Secondary,32,32
88645,English (British),TEDS Twos,24,Female,College,10,10
88646,English (British),TEDS Twos,24,Female,College,10,10
88647,English (British),TEDS Twos,24,Male,Some College,68,68
88648,English (British),TEDS Twos,24,Female,Some College,67,67
88649,English (British),TEDS Twos,23,Male,Some Secondary,11,11
88650,English (British),TEDS Twos,23,Male,Some Secondary,13,13
88651,English (British),TEDS Twos,24,Male,Some Secondary,14,14
88652,English (British),TEDS Twos,24,Male,Some Secondary,36,36
88653,English (British),TEDS Twos,25,Male,Some Secondary,78,78
88654,English (British),TEDS Twos,25,Male,Some Secondary,78,78
88655,English (British),TEDS Twos,25,Male,Primary,14,14
88656,English (British),TEDS Twos,24,Male,Primary,57,57
88657,English (British),TEDS Twos,24,Male,College,66,66
88658,English (British),TEDS Twos,24,Female,College,74,74
88659,English (British),TEDS Twos,23,Female,None,66,66
88660,English (British),TEDS Twos,24,Female,None,100,100
88661,English (British),TEDS Twos,23,Female,Some College,91,91
88662,English (British),TEDS Twos,23,Female,Some College,92,92
88663,English (British),TEDS Twos,23,Male,Some Secondary,6,6
88664,English (British),TEDS Twos,23,Male,Some Secondary,6,6
88665,English (British),TEDS Twos,24,Female,Some Secondary,62,62
88666,English (British),TEDS Twos,24,Female,Some Secondary,67,67
88667,English (British),TEDS Twos,23,Male,Some Secondary,96,96
88668,English (British),TEDS Twos,24,Male,Some Secondary,93,93
88669,English (British),TEDS Twos,27,Male,Some Secondary,58,58
88670,English (British),TEDS Twos,27,Female,Some Secondary,76,76
88671,English (British),TEDS Twos,24,Female,College,55,55
88672,English (British),TEDS Twos,24,Male,College,27,27
88673,English (British),TEDS Twos,25,Male,Some Secondary,5,5
88674,English (British),TEDS Twos,25,Female,Some Secondary,13,13
88675,English (British),TEDS Twos,25,Male,Some Secondary,8,8
88676,English (British),TEDS Twos,25,Male,Some Secondary,100,100
88677,English (British),TEDS Twos,25,Female,Some Secondary,16,16
88678,English (British),TEDS Twos,25,Female,Some Secondary,16,16
88679,English (British),TEDS Twos,26,Male,Some Secondary,37,37
88680,English (British),TEDS Twos,26,Male,Some Secondary,43,43
88681,English (British),TEDS Twos,34,Male,Primary,42,42
88682,English (British),TEDS Twos,34,Male,Primary,41,41
88683,English (British),TEDS Twos,24,Female,College,31,31
88684,English (British),TEDS Twos,24,Male,College,26,26
88685,English (British),TEDS Twos,23,Male,Primary,95,95
88686,English (British),TEDS Twos,23,Male,Primary,95,95
88687,English (British),TEDS Twos,24,Male,None,28,28
88688,English (British),TEDS Twos,24,Male,None,24,24
88689,English (British),TEDS Twos,23,Male,College,55,55
88690,English (British),TEDS Twos,23,Female,College,30,30
88691,English (British),TEDS Twos,24,Female,Primary,33,33
88692,English (British),TEDS Twos,24,Female,Primary,26,26
88693,English (British),TEDS Twos,25,Female,Graduate,43,43
88694,English (British),TEDS Twos,25,Female,Graduate,42,42
88695,English (British),TEDS Twos,24,Female,Secondary,9,9
88696,English (British),TEDS Twos,24,Female,Secondary,18,18
88697,English (British),TEDS Twos,23,Female,Secondary,41,41
88698,English (British),TEDS Twos,24,Female,Secondary,39,39
88699,English (British),TEDS Twos,26,Male,Primary,83,83
88700,English (British),TEDS Twos,26,Male,Primary,87,87
88701,English (British),TEDS Twos,24,Male,Primary,42,42
88702,English (British),TEDS Twos,23,Male,Primary,42,42
88703,English (British),TEDS Twos,24,Female,Some Secondary,100,100
88704,English (British),TEDS Twos,24,Male,Some Secondary,100,100
88705,English (British),TEDS Twos,24,Female,Graduate,68,68
88706,English (British),TEDS Twos,24,Female,Graduate,69,69
88707,English (British),TEDS Twos,23,Male,Primary,8,8
88708,English (British),TEDS Twos,23,Male,Primary,10,10
88709,English (British),TEDS Twos,23,Female,None,10,10
88710,English (British),TEDS Twos,23,Female,None,10,10
88711,English (British),TEDS Twos,24,Female,Graduate,26,26
88712,English (British),TEDS Twos,23,Male,Graduate,13,13
88713,English (British),TEDS Twos,32,Female,Secondary,65,65
88714,English (British),TEDS Twos,32,Female,Secondary,65,65
88715,English (British),TEDS Twos,24,Female,Graduate,79,79
88716,English (British),TEDS Twos,24,Female,Graduate,65,65
88717,English (British),TEDS Twos,24,Female,College,63,63
88718,English (British),TEDS Twos,24,Female,College,58,58
88719,English (British),TEDS Twos,22,Female,Some Secondary,100,100
88720,English (British),TEDS Twos,22,Female,Some Secondary,100,100
88721,English (British),TEDS Twos,23,Female,Secondary,64,64
88722,English (British),TEDS Twos,23,Male,Secondary,72,72
88723,English (British),TEDS Twos,23,Male,College,53,53
88724,English (British),TEDS Twos,23,Male,College,58,58
88725,English (British),TEDS Twos,24,Male,Some Secondary,18,18
88726,English (British),TEDS Twos,24,Male,Some Secondary,23,23
88727,English (British),TEDS Twos,24,Female,None,16,16
88728,English (British),TEDS Twos,24,Male,None,10,10
88729,English (British),TEDS Twos,24,Male,Primary,74,74
88730,English (British),TEDS Twos,24,Male,Primary,82,82
88731,English (British),TEDS Twos,24,Male,Graduate,24,24
88732,English (British),TEDS Twos,24,Male,Graduate,22,22
88733,English (British),TEDS Twos,24,Female,None,56,56
88734,English (British),TEDS Twos,24,Female,None,59,59
88735,English (British),TEDS Twos,24,Female,Graduate,67,67
88736,English (British),TEDS Twos,23,Female,Graduate,50,50
88737,English (British),TEDS Twos,24,Male,College,35,35
88738,English (British),TEDS Twos,24,Male,College,33,33
88739,English (British),TEDS Twos,24,Female,Secondary,100,100
88740,English (British),TEDS Twos,24,Female,Secondary,72,72
88741,English (British),TEDS Twos,24,Male,Primary,92,92
88742,English (British),TEDS Twos,24,Male,Primary,25,25
88743,English (British),TEDS Twos,24,Female,Primary,97,97
88744,English (British),TEDS Twos,24,Male,Primary,100,100
88745,English (British),TEDS Twos,23,Female,Secondary,57,57
88746,English (British),TEDS Twos,23,Female,Secondary,52,52
88747,English (British),TEDS Twos,24,Female,Some Secondary,69,69
88748,English (British),TEDS Twos,24,Female,Some Secondary,67,67
88749,English (British),TEDS Twos,24,Female,Some Secondary,75,75
88750,English (British),TEDS Twos,24,Female,Some Secondary,77,77
88751,English (British),TEDS Twos,24,Female,Some Secondary,87,87
88752,English (British),TEDS Twos,23,Female,Some Secondary,79,79
88753,English (British),TEDS Twos,24,Male,Some Secondary,43,43
88754,English (British),TEDS Twos,24,Male,Some Secondary,56,56
88755,English (British),TEDS Twos,24,Male,Primary,46,46
88756,English (British),TEDS Twos,24,Female,Primary,70,70
88757,English (British),TEDS Twos,24,Female,Primary,55,55
88758,English (British),TEDS Twos,24,Female,Primary,52,52
88759,English (British),TEDS Twos,24,Male,Primary,82,82
88760,English (British),TEDS Twos,24,Male,Primary,82,82
88761,English (British),TEDS Twos,24,Female,College,44,44
88762,English (British),TEDS Twos,24,Male,College,45,45
88763,English (British),TEDS Twos,24,Female,Graduate,57,57
88764,English (British),TEDS Twos,24,Female,Graduate,64,64
88765,English (British),TEDS Twos,25,Female,Secondary,45,45
88766,English (British),TEDS Twos,25,Male,Secondary,50,50
88767,English (British),TEDS Twos,24,Female,Primary,58,58
88768,English (British),TEDS Twos,24,Female,Primary,60,60
88769,English (British),TEDS Twos,24,Female,Primary,61,61
88770,English (British),TEDS Twos,24,Female,Primary,52,52
88771,English (British),TEDS Twos,24,Female,College,52,52
88772,English (British),TEDS Twos,24,Male,College,46,46
88773,English (British),TEDS Twos,24,Male,Some Secondary,76,76
88774,English (British),TEDS Twos,24,Male,Some Secondary,79,79
88775,English (British),TEDS Twos,24,Male,Some Secondary,52,52
88776,English (British),TEDS Twos,24,Female,Some Secondary,58,58
88777,English (British),TEDS Twos,24,Female,College,93,93
88778,English (British),TEDS Twos,24,Male,College,90,90
88779,English (British),TEDS Twos,23,Male,Graduate,9,9
88780,English (British),TEDS Twos,23,Female,Graduate,7,7
88781,English (British),TEDS Twos,24,Male,Some Secondary,97,97
88782,English (British),TEDS Twos,24,Female,Some Secondary,94,94
88783,English (British),TEDS Twos,23,Male,Graduate,70,70
88784,English (British),TEDS Twos,23,Female,Graduate,85,85
88785,English (British),TEDS Twos,24,Female,Graduate,30,30
88786,English (British),TEDS Twos,24,Female,Graduate,22,22
88787,English (British),TEDS Twos,24,Male,Some Secondary,46,46
88788,English (British),TEDS Twos,25,Male,Some Secondary,46,46
88789,English (British),TEDS Twos,26,Female,None,18,18
88790,English (British),TEDS Twos,26,Female,None,18,18
88791,English (British),TEDS Twos,24,Male,Primary,27,27
88792,English (British),TEDS Twos,24,Male,Primary,26,26
88793,English (British),TEDS Twos,26,Male,Primary,54,54
88794,English (British),TEDS Twos,26,Male,Primary,44,44
88795,English (British),TEDS Twos,23,Female,Some Secondary,48,48
88796,English (British),TEDS Twos,23,Male,Some Secondary,50,50
88797,English (British),TEDS Twos,24,Male,Some Secondary,88,88
88798,English (British),TEDS Twos,24,Female,Some Secondary,98,98
88799,English (British),TEDS Twos,24,Female,Some Secondary,18,18
88800,English (British),TEDS Twos,24,Female,Some Secondary,18,18
88801,English (British),TEDS Twos,24,Male,Some Secondary,47,47
88802,English (British),TEDS Twos,24,Female,Some Secondary,52,52
88803,English (British),TEDS Twos,24,Female,Some Secondary,100,100
88804,English (British),TEDS Twos,24,Female,Some Secondary,100,100
88805,English (British),TEDS Twos,23,Male,Secondary,92,92
88806,English (British),TEDS Twos,23,Female,Secondary,78,78
88807,English (British),TEDS Twos,25,Male,College,33,33
88808,English (British),TEDS Twos,25,Male,College,40,40
88809,English (British),TEDS Twos,24,Male,Secondary,42,42
88810,English (British),TEDS Twos,24,Female,Secondary,55,55
88811,English (British),TEDS Twos,27,Female,College,78,78
88812,English (British),TEDS Twos,26,Male,College,75,75
88813,English (British),TEDS Twos,24,Female,College,36,36
88814,English (British),TEDS Twos,24,Female,College,42,42
88815,English (British),TEDS Twos,24,Female,Primary,100,100
88816,English (British),TEDS Twos,24,Female,Primary,100,100
88817,English (British),TEDS Twos,23,Female,Graduate,70,70
88818,English (British),TEDS Twos,23,Female,Graduate,33,33
88819,English (British),TEDS Twos,24,Male,Some Secondary,48,48
88820,English (British),TEDS Twos,24,Male,Some Secondary,68,68
88821,English (British),TEDS Twos,24,Female,Some Secondary,54,54
88822,English (British),TEDS Twos,24,Female,Some Secondary,53,53
88823,English (British),TEDS Twos,23,Female,None,57,57
88824,English (British),TEDS Twos,24,Female,None,65,65
88825,English (British),TEDS Twos,23,Female,Secondary,17,17
88826,English (British),TEDS Twos,23,Female,Secondary,32,32
88827,English (British),TEDS Twos,24,Female,Some Secondary,35,35
88828,English (British),TEDS Twos,24,Female,Some Secondary,38,38
88829,English (British),TEDS Twos,24,Male,Secondary,48,48
88830,English (British),TEDS Twos,24,Male,Secondary,43,43
88831,English (British),TEDS Twos,24,Male,Primary,16,16
88832,English (British),TEDS Twos,24,Male,Primary,10,10
88833,English (British),TEDS Twos,25,Male,None,25,25
88834,English (British),TEDS Twos,25,Female,None,12,12
88835,English (British),TEDS Twos,24,Male,Graduate,33,33
88836,English (British),TEDS Twos,24,Male,Graduate,41,41
88837,English (British),TEDS Twos,24,Female,Some Secondary,12,12
88838,English (British),TEDS Twos,24,Female,Some Secondary,21,21
88839,English (British),TEDS Twos,24,Female,College,86,86
88840,English (British),TEDS Twos,24,Female,College,88,88
88841,English (British),TEDS Twos,24,Female,Some Secondary,72,72
88842,English (British),TEDS Twos,24,Male,Some Secondary,77,77
88843,English (British),TEDS Twos,24,Male,Primary,47,47
88844,English (British),TEDS Twos,24,Male,Primary,50,50
88845,English (British),TEDS Twos,24,Female,Graduate,39,39
88846,English (British),TEDS Twos,24,Female,Graduate,48,48
88847,English (British),TEDS Twos,24,Female,Secondary,46,46
88848,English (British),TEDS Twos,24,Male,Secondary,47,47
88849,English (British),TEDS Twos,24,Male,Some Secondary,12,12
88850,English (British),TEDS Twos,24,Male,Some Secondary,14,14
88851,English (British),TEDS Twos,24,Male,Some College,77,77
88852,English (British),TEDS Twos,24,Female,Some College,80,80
88853,English (British),TEDS Twos,23,Female,Some College,20,20
88854,English (British),TEDS Twos,23,Female,Some College,22,22
88855,English (British),TEDS Twos,23,Male,Some Secondary,19,19
88856,English (British),TEDS Twos,23,Male,Some Secondary,34,34
88857,English (British),TEDS Twos,24,Male,Secondary,50,50
88858,English (British),TEDS Twos,24,Male,Secondary,37,37
88859,English (British),TEDS Twos,24,Female,Primary,62,62
88860,English (British),TEDS Twos,24,Female,Primary,63,63
88861,English (British),TEDS Twos,24,Male,Some Secondary,9,9
88862,English (British),TEDS Twos,24,Female,Some Secondary,37,37
88863,English (British),TEDS Twos,25,Male,Graduate,32,32
88864,English (British),TEDS Twos,25,Male,Graduate,32,32
88865,English (British),TEDS Twos,23,Male,College,64,64
88866,English (British),TEDS Twos,23,Male,College,63,63
88867,English (British),TEDS Twos,23,Female,Some Secondary,44,44
88868,English (British),TEDS Twos,23,Female,Some Secondary,45,45
88869,English (British),TEDS Twos,24,Female,Some College,49,49
88870,English (British),TEDS Twos,24,Female,Some College,46,46
88871,English (British),TEDS Twos,25,Male,Some Secondary,50,50
88872,English (British),TEDS Twos,24,Male,Some Secondary,53,53
88873,English (British),TEDS Twos,24,Male,Graduate,44,44
88874,English (British),TEDS Twos,24,Male,Graduate,45,45
88875,English (British),TEDS Twos,23,Male,Some Secondary,12,12
88876,English (British),TEDS Twos,23,Male,Some Secondary,0,0
88877,English (British),TEDS Twos,24,Male,Graduate,30,30
88878,English (British),TEDS Twos,24,Male,Graduate,22,22
88879,English (British),TEDS Twos,26,Male,Secondary,1,1
88880,English (British),TEDS Twos,25,Male,Secondary,1,1
88881,English (British),TEDS Twos,24,Female,None,39,39
88882,English (British),TEDS Twos,24,Female,None,36,36
88883,English (British),TEDS Twos,24,Female,Primary,27,27
88884,English (British),TEDS Twos,24,Male,Primary,23,23
88885,English (British),TEDS Twos,23,Male,Primary,47,47
88886,English (British),TEDS Twos,23,Female,Primary,45,45
88887,English (British),TEDS Twos,25,Female,Some Secondary,80,80
88888,English (British),TEDS Twos,25,Male,Some Secondary,73,73
88889,English (British),TEDS Twos,26,Male,Some Secondary,20,20
88890,English (British),TEDS Twos,24,Female,Some Secondary,98,98
88891,English (British),TEDS Twos,23,Female,Some Secondary,11,11
88892,English (British),TEDS Twos,23,Male,Some Secondary,8,8
88893,English (British),TEDS Twos,24,Female,Secondary,54,54
88894,English (British),TEDS Twos,24,Male,Secondary,46,46
88895,English (British),TEDS Twos,24,Female,Primary,59,59
88896,English (British),TEDS Twos,24,Female,Primary,61,61
88897,English (British),TEDS Twos,24,Female,Primary,80,80
88898,English (British),TEDS Twos,24,Female,Primary,78,78
88899,English (British),TEDS Twos,23,Female,College,75,75
88900,English (British),TEDS Twos,23,Male,College,69,69
88901,English (British),TEDS Twos,23,Female,Some Secondary,76,76
88902,English (British),TEDS Twos,23,Female,Some Secondary,73,73
88903,English (British),TEDS Twos,23,Male,Secondary,7,7
88904,English (British),TEDS Twos,23,Male,Secondary,9,9
88905,English (British),TEDS Twos,28,Female,Some College,0,0
88906,English (British),TEDS Twos,28,Female,Some College,0,0
88907,English (British),TEDS Twos,24,Female,Primary,26,26
88908,English (British),TEDS Twos,24,Male,Primary,20,20
88909,English (British),TEDS Twos,24,Female,Primary,76,76
88910,English (British),TEDS Twos,24,Female,Primary,78,78
88911,English (British),TEDS Twos,24,Male,Primary,62,62
88912,English (British),TEDS Twos,24,Male,Primary,61,61
88913,English (British),TEDS Twos,23,Male,Some Secondary,19,19
88914,English (British),TEDS Twos,23,Male,Some Secondary,37,37
88915,English (British),TEDS Twos,24,Female,Some College,22,22
88916,English (British),TEDS Twos,24,Female,Some College,19,19
88917,English (British),TEDS Twos,24,Male,None,99,99
88918,English (British),TEDS Twos,24,Male,None,95,95
88919,English (British),TEDS Twos,23,Male,College,60,60
88920,English (British),TEDS Twos,23,Female,College,62,62
88921,English (British),TEDS Twos,24,Female,Some Secondary,45,45
88922,English (British),TEDS Twos,24,Female,Some Secondary,62,62
88923,English (British),TEDS Twos,24,Male,Some College,97,97
88924,English (British),TEDS Twos,24,Male,Some College,94,94
88925,English (British),TEDS Twos,24,Male,Graduate,60,60
88926,English (British),TEDS Twos,24,Female,Graduate,49,49
88927,English (British),TEDS Twos,24,Male,Primary,32,32
88928,English (British),TEDS Twos,27,Female,Primary,35,35
88929,English (British),TEDS Twos,24,Male,Some Secondary,27,27
88930,English (British),TEDS Twos,24,Male,Some Secondary,31,31
88931,English (British),TEDS Twos,23,Male,Some Secondary,6,6
88932,English (British),TEDS Twos,21,Male,Some Secondary,3,3
88933,English (British),TEDS Twos,24,Female,Some Secondary,27,27
88934,English (British),TEDS Twos,24,Female,Some Secondary,27,27
88935,English (British),TEDS Twos,24,Male,Some Secondary,95,95
88936,English (British),TEDS Twos,24,Male,Some Secondary,49,49
88937,English (British),TEDS Twos,23,Female,Some Secondary,90,90
88938,English (British),TEDS Twos,23,Male,Some Secondary,49,49
88939,English (British),TEDS Twos,23,Male,Some Secondary,63,63
88940,English (British),TEDS Twos,23,Male,Some Secondary,63,63
88941,English (British),TEDS Twos,24,Female,Secondary,45,45
88942,English (British),TEDS Twos,24,Female,Secondary,47,47
88943,English (British),TEDS Twos,23,Female,Some Secondary,75,75
88944,English (British),TEDS Twos,23,Male,Some Secondary,76,76
88945,English (British),TEDS Twos,25,Male,Graduate,62,62
88946,English (British),TEDS Twos,25,Male,Graduate,62,62
88947,English (British),TEDS Twos,24,Male,Some Secondary,9,9
88948,English (British),TEDS Twos,24,Male,Some Secondary,4,4
88949,English (British),TEDS Twos,24,Male,None,23,23
88950,English (British),TEDS Twos,24,Male,None,33,33
88951,English (British),TEDS Twos,24,Female,College,18,18
88952,English (British),TEDS Twos,24,Female,College,18,18
88953,English (British),TEDS Twos,29,Female,None,81,81
88954,English (British),TEDS Twos,29,Female,None,79,79
88957,English (British),TEDS Twos,24,Male,Some Secondary,28,28
88958,English (British),TEDS Twos,24,Male,Some Secondary,20,20
88959,English (British),TEDS Twos,23,Female,Some Secondary,68,68
88960,English (British),TEDS Twos,23,Female,Some Secondary,68,68
88961,English (British),TEDS Twos,24,Female,Some Secondary,51,51
88962,English (British),TEDS Twos,24,Female,Some Secondary,62,62
88963,English (British),TEDS Twos,23,Female,Secondary,58,58
88964,English (British),TEDS Twos,23,Male,Secondary,58,58
88965,English (British),TEDS Twos,23,Female,Some Secondary,50,50
88966,English (British),TEDS Twos,24,Male,Some Secondary,49,49
88967,English (British),TEDS Twos,24,Female,Primary,25,25
88968,English (British),TEDS Twos,24,Male,Primary,24,24
88969,English (British),TEDS Twos,24,Female,None,39,39
88970,English (British),TEDS Twos,24,Female,None,38,38
88971,English (British),TEDS Twos,25,Female,None,17,17
88972,English (British),TEDS Twos,34,Male,None,20,20
88973,English (British),TEDS Twos,23,Female,None,98,98
88974,English (British),TEDS Twos,23,Female,None,96,96
88975,English (British),TEDS Twos,23,Male,Some Secondary,23,23
88976,English (British),TEDS Twos,23,Female,Some Secondary,55,55
88977,English (British),TEDS Twos,23,Female,None,21,21
88978,English (British),TEDS Twos,23,Female,None,22,22
88979,English (British),TEDS Twos,23,Male,Secondary,84,84
88980,English (British),TEDS Twos,23,Female,Secondary,90,90
88981,English (British),TEDS Twos,23,Male,Some Secondary,24,24
88982,English (British),TEDS Twos,23,Male,Some Secondary,20,20
88983,English (British),TEDS Twos,24,Male,None,99,99
88984,English (British),TEDS Twos,24,Male,None,100,100
88985,English (British),TEDS Twos,23,Female,Some Secondary,81,81
88986,English (British),TEDS Twos,23,Female,Some Secondary,82,82
88987,English (British),TEDS Twos,24,Female,Some Secondary,45,45
88988,English (British),TEDS Twos,24,Male,Some Secondary,35,35
88989,English (British),TEDS Twos,23,Female,College,67,67
88990,English (British),TEDS Twos,23,Female,College,67,67
88991,English (British),TEDS Twos,23,Male,Primary,27,27
88992,English (British),TEDS Twos,23,Female,Primary,34,34
88993,English (British),TEDS Twos,24,Male,Primary,26,26
88994,English (British),TEDS Twos,24,Female,Primary,26,26
88995,English (British),TEDS Twos,23,Female,Some Secondary,0,0
88996,English (British),TEDS Twos,24,Male,Some Secondary,33,33
88997,English (British),TEDS Twos,24,Male,Secondary,40,40
88998,English (British),TEDS Twos,24,Male,Secondary,41,41
88999,English (British),TEDS Twos,23,Male,Some Secondary,28,28
89000,English (British),TEDS Twos,23,Male,Some Secondary,27,27
89001,English (British),TEDS Twos,24,Male,Some Secondary,81,81
89002,English (British),TEDS Twos,24,Female,Some Secondary,82,82
89003,English (British),TEDS Twos,24,Female,Some Secondary,54,54
89004,English (British),TEDS Twos,24,Male,Some Secondary,56,56
89005,English (British),TEDS Twos,23,Female,None,13,13
89006,English (British),TEDS Twos,23,Female,None,18,18
89007,English (British),TEDS Twos,24,Male,Some Secondary,18,18
89008,English (British),TEDS Twos,24,Male,Some Secondary,22,22
89009,English (British),TEDS Twos,24,Female,Some College,84,84
89010,English (British),TEDS Twos,24,Female,Some College,81,81
89011,English (British),TEDS Twos,23,Female,Graduate,11,11
89012,English (British),TEDS Twos,23,Female,Graduate,28,28
89013,English (British),TEDS Twos,24,Male,None,62,62
89014,English (British),TEDS Twos,24,Male,None,67,67
89015,English (British),TEDS Twos,24,Female,Some Secondary,51,51
89016,English (British),TEDS Twos,24,Female,Some Secondary,52,52
89017,English (British),TEDS Twos,25,Male,College,30,30
89018,English (British),TEDS Twos,25,Male,College,30,30
89019,English (British),TEDS Twos,24,Male,Graduate,100,100
