2021-02-22 05:08:04,2021-02-22 06:41:24,IP Address,84.64.15.7,100,5599,True,2021-02-22 06:41:24,R_1Tc1t1avnPPWx2N,,,,,51.52679443359375,-0.1869964599609375,anonymous,EN,LINE,all of the above.,Yes,the predictor variable is continuous,"We can use the residuals to evaluate a range of different models (with continuous and categorical predictors, within, between, mixed designs).",Predicted outcome,Residuals have a mean of 0 with a small variance,long right tail,positive skew,log transformation,Mesokurtic (normal),residuals doesn't affect each other.,with a mean of 0 and heterogeneous variance,"Group 1: mean = 8, sd = 2; Group 2: mean = 8, sd = 6",twitter vs social media users in general,"that's all the same, Jens!",No,Yes,6,4,1,1,1,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-22 06:43:07,2021-02-22 06:48:42,IP Address,5.65.65.171,100,334,True,2021-02-22 06:48:42,R_2ccQR3tYpK7Hrk0,,,,,51.24169921875,0.8769989013671875,anonymous,EN,LINE,all of the above.,Yes,the outcome variable is continous,"We can use the residuals to evaluate a range of different models (with continuous and categorical predictors, within, between, mixed designs).",Predicted outcome,Residuals have a mean of 0 with a small variance,long right tail,positive skew,log transformation,Mesokurtic (normal),residuals are dependent,with a mean of zero and a constant variance,"Group 1: mean = 8, sd = 2; Group 2: mean = 5, sd = 2",facebook vs snapchat users,a linear relationship between outcome and predictor variable,Yes,Yes,6,5,1,3,1,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-22 07:11:06,2021-02-22 07:22:56,IP Address,188.221.105.63,100,710,True,2021-02-22 07:22:57,R_3h9CxAHZiq3soxs,,,,,52.92919921875,-1.10650634765625,anonymous,EN,LINE,all of the above.,Yes,the predictor variable is continuous,"We can use the residuals to evaluate a range of different models (with continuous and categorical predictors, within, between, mixed designs).",Predicted outcome,Residuals have a mean of 0 with a small variance,long right tail,positive skew,log transformation,Platokurtic,residuals doesn't affect each other.,with a mean of zero and a constant variance,"Group 1: mean = 8, sd = 2; Group 2: mean = 8, sd = 6",twitter vs social media users in general,a linear relationship between outcome and predictor variable,Yes,No,5,4,2,2,1,5,5,i watched the entire lecture before doing this quiz.,Yes please
2021-02-22 07:40:27,2021-02-22 07:48:43,IP Address,82.15.49.11,100,496,True,2021-02-22 07:48:44,R_3FLE9BLkFa7wmiI,,,,,52.9994049072265625,-1.131805419921875,anonymous,EN,LINE,our conclusions might be invalid.,Yes,the outcome variable is continous,Jens said so.,Predicted outcome,Residuals have a mean of 0 with a small variance,long right tail,positive skew,log transformation,Mesokurtic (normal),residuals doesn't affect each other.,with a mean of 1 and a constant variance,"Group 1: mean = 8, sd = 2; Group 2: mean = 5, sd = 2",twitter vs social media users in general,a linear relationship between outcome and predictor variable,Yes,No,5,2,2,2,1,6,5,i watched the entire lecture before doing this quiz.,Yes please
2021-02-22 05:36:24,2021-02-22 08:14:28,IP Address,83.67.190.209,100,9484,True,2021-02-22 08:14:29,R_2bUX3Yo7DkP6Q8X,,,,,51.9049072265625,0.9185943603515625,anonymous,EN,LINE,our conclusions might be invalid.,Yes,the outcome variable is continous,"We can use the residuals to evaluate a range of different models (with continuous and categorical predictors, within, between, mixed designs).",Model prediction error,Residuals have a mean of 0 and a large variance,long left tail,positive skew,log transformation,Mesokurtic (normal),residuals doesn't affect each other.,with a mean of zero and a constant variance,"Group 1: mean = 8, sd = 2; Group 2: mean = 5, sd = 2",twitter vs social media users in general,a linear relationship between outcome and predictor variable,Yes,No,6,5,2,5,1,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-22 08:23:44,2021-02-22 08:32:52,IP Address,82.45.40.46,100,548,True,2021-02-22 08:32:53,R_Pvw8BRad5OteHVn,,,,,51.4535064697265625,-2.591705322265625,anonymous,EN,LINE,all of the above.,Yes,the predictor variable is categorical,"We can use the residuals to evaluate a range of different models (with continuous and categorical predictors, within, between, mixed designs).",Predicted outcome,Residuals have a mean of 0 and a large variance,long left tail,negative skew,log transformation,Mesokurtic (normal),residuals doesn't affect each other.,with a mean of zero and a constant variance,"Group 1: mean = 8, sd = 2; Group 2: mean = 8, sd = 6",twitter vs social media users in general,a linear relationship between outcome and predictor variable,Yes,No,6,6,6,1,1,4,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-22 08:26:40,2021-02-22 08:40:09,IP Address,86.168.175.121,100,808,True,2021-02-22 08:40:09,R_1dd9cZqAtMxP6QO,,,,,52.3997039794921875,0.98980712890625,anonymous,EN,LINE,all of the above.,Yes,the outcome variable is categorical,"We can use the residuals to evaluate a range of different models (with continuous and categorical predictors, within, between, mixed designs).",Predicted outcome,Residuals have a mean of 0 with a small variance,long right tail,positive skew,log transformation,Mesokurtic (normal),residuals doesn't affect each other.,with a mean of zero and a constant variance,"Group 1: mean = 8, sd = 2; Group 2: mean = 5, sd = 2",twitter vs social media users in general,a linear relationship between outcome and predictor variable,Yes,No,6,3,3,2,1,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-22 06:24:06,2021-02-22 08:48:13,IP Address,5.151.38.130,100,8646,True,2021-02-22 08:48:13,R_erZR0LIK054KEeZ,,,,,52.95379638671875,-1.1571044921875,anonymous,EN,LINE,all of the above.,No,the predictor variable is continuous,"We can use the residuals to evaluate a range of different models (with continuous and categorical predictors, within, between, mixed designs).",Predicted outcome,Residuals have a mean of 0 with a small variance,long right tail,positive skew,log transformation,Mesokurtic (normal),residuals doesn't affect each other.,with a mean of zero and a constant variance,"Group 1: mean = 8, sd = 2; Group 2: mean = 5, sd = 2",facebook vs snapchat users,a linear relationship between outcome and predictor variable,Yes,No,5,3,2,2,1,5,5,I paused the lectures to do each part of the quiz individually.,Yes please
2021-02-22 08:48:55,2021-02-22 08:56:58,IP Address,81.244.226.140,100,483,True,2021-02-22 08:56:59,R_2PjVB6WAcD5DRV2,,,,,50.5139007568359375,4.0171051025390625,anonymous,EN,LINE,all of the above.,Yes,the outcome variable is continous,"We can use the residuals to evaluate a range of different models (with continuous and categorical predictors, within, between, mixed designs).",Predicted outcome,Residuals have a mean of 0 with a small variance,long right tail,positive skew,log transformation,Mesokurtic (normal),residuals doesn't affect each other.,with a mean of zero and a constant variance,"Group 1: mean = 5, sd = 2; Group 2: mean = 5, sd = 6",twitter vs social media users in general,"that's all the same, Jens!",No,Yes,5,2,1,4,1,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-22 09:00:28,2021-02-22 09:04:57,IP Address,94.1.202.29,100,268,True,2021-02-22 09:04:57,R_1DMYJLC35AnthqF,,,,,52.7987060546875,-1.153900146484375,anonymous,EN,LINE,all of the above.,Yes,the predictor variable is continuous,"We can use the residuals to evaluate a range of different models (with continuous and categorical predictors, within, between, mixed designs).",Unexplained variance,Residuals have a mean of 0 with a small variance,long left tail,positive skew,log transformation,Platokurtic,residuals correlate positively,with a mean of 1 and a constant variance,"Group 1: mean = 5, sd = 2; Group 2: mean = 5, sd = 6",twitter vs social media users in general,a linear relationship between outcome and predictor variable,Yes,Maybe,6,6,,3,3,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-22 09:35:54,2021-02-22 09:41:47,IP Address,77.103.229.141,100,352,True,2021-02-22 09:41:47,R_Usiq3NTUX7PcV7H,,,,,52.55889892578125,-2.1448974609375,anonymous,EN,LINE,our conclusions might be invalid.,Yes,the outcome variable is continous,"We can use the residuals to evaluate a range of different models (with continuous and categorical predictors, within, between, mixed designs).",Unexplained variance,Residuals have a mean of 0 and a large variance,long right tail,positive skew,log transformation,Platokurtic,residuals are dependent,with a mean of zero and a constant variance,"Group 1: mean = 8, sd = 2; Group 2: mean = 8, sd = 6",twitter vs social media users in general,a linear relationship between outcome and predictor variable,Maybe,Yes,6,3,3,3,1,3,3,i watched the entire lecture before doing this quiz.,Yes please
2021-02-22 02:31:49,2021-02-22 09:58:04,IP Address,83.25.75.86,100,26774,True,2021-02-22 09:58:04,R_31MzsNB8Abg5KFW,,,,,53.0175933837890625,18.6201934814453125,anonymous,EN,LINE,all of the above.,Yes,the predictor variable is categorical,"We can use the residuals to evaluate a range of different models (with continuous and categorical predictors, within, between, mixed designs).",Predicted outcome,Residuals have a mean of 0 with a small variance,long right tail,positive skew,log transformation,Mesokurtic (normal),residuals doesn't affect each other.,with a mean of zero and a constant variance,"Group 1: mean = 8, sd = 2; Group 2: mean = 8, sd = 6",twitter vs social media users in general,"that's all the same, Jens!",Yes,No,5,3,1,3,1,6,5,I paused the lectures to do each part of the quiz individually.,Yes please
2021-02-22 10:28:02,2021-02-22 10:33:16,IP Address,82.132.233.2,100,313,True,2021-02-22 10:33:16,R_2c0FARKG4cN6Cfh,,,,,51.5596923828125,-0.05279541015625,anonymous,EN,LINE,our conclusions might be invalid.,Yes,the predictor variable is categorical,Linear models are the only way these data can be analysed.,Predicted outcome,Residuals have a mean of 0 with a small variance,long right tail,positive skew,log transformation,Mesokurtic (normal),residuals doesn't affect each other.,with a mean of zero and a constant variance,"Group 1: mean = 8, sd = 2; Group 2: mean = 5, sd = 2",twitter vs social media users in general,"that's all the same, Jens!",No,No,5,2,2,2,1,6,5,i watched the entire lecture before doing this quiz.,Yes please
2021-02-22 10:53:58,2021-02-22 11:04:08,IP Address,188.221.145.83,100,609,True,2021-02-22 11:04:08,R_3G2rLNvLRNYPU37,,,,,52.6493988037109375,-1.12030029296875,anonymous,EN,LINE,all of the above.,Yes,the predictor variable is categorical,"We can use the residuals to evaluate a range of different models (with continuous and categorical predictors, within, between, mixed designs).",Predicted outcome,Residuals have a mean of 0 with a small variance,long right tail,positive skew,log transformation,Mesokurtic (normal),residuals doesn't affect each other.,with a mean of zero and a constant variance,"Group 1: mean = 8, sd = 2; Group 2: mean = 5, sd = 2",twitter vs social media users in general,"that's all the same, Jens!",Yes,Yes,6,1,1,6,1,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-22 11:21:35,2021-02-22 11:29:26,IP Address,81.99.66.21,100,471,True,2021-02-22 11:29:27,R_1PZA9vpGkTAt8Yn,,,,,52.90289306640625,-1.5045928955078125,anonymous,EN,LINE,our conclusions might be invalid.,Yes,the outcome variable is categorical,"We can use the residuals to evaluate a range of different models (with continuous and categorical predictors, within, between, mixed designs).",Model prediction error,Residuals have a mean of 0 with a small variance,long right tail,no skew,log transformation,Mesokurtic (normal),residuals doesn't affect each other.,with a mean of zero and a constant variance,"Group 1: mean = 5, sd = 2; Group 2: mean = 5, sd = 6",twitter vs social media users in general,a linear relationship between outcome and predictor variable,No,No,6,3,1,1,1,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-22 11:50:01,2021-02-22 12:47:46,IP Address,84.65.213.182,100,3465,True,2021-02-22 12:47:46,R_3CVIBjlNzeg0l8o,,,,,52.8408966064453125,-1.3314971923828125,anonymous,EN,LINE,all of the above.,Yes,the predictor variable is categorical,"We can use the residuals to evaluate a range of different models (with continuous and categorical predictors, within, between, mixed designs).",Predicted outcome,Residuals have a mean of 1 and a large variance,long right tail,positive skew,log transformation,Mesokurtic (normal),residuals doesn't affect each other.,with a mean of zero and a constant variance,"Group 1: mean = 8, sd = 2; Group 2: mean = 8, sd = 6",twitter vs social media users in general,a linear relationship between outcome and predictor variable,Yes,No,3,5,3,1,3,3,3,i watched the entire lecture before doing this quiz.,Yes please
2021-02-22 13:19:09,2021-02-22 13:24:39,IP Address,86.180.44.11,100,329,True,2021-02-22 13:24:39,R_sZ3UBqFhaN4TK1j,,,,,52.3061065673828125,-1.5366973876953125,anonymous,EN,LINE,all of the above.,Yes,the predictor variable is categorical,"We can use the residuals to evaluate a range of different models (with continuous and categorical predictors, within, between, mixed designs).",Predicted outcome,Residuals have a mean of 0 with a small variance,long right tail,positive skew,log transformation,Mesokurtic (normal),residuals are dependent,with a mean of zero and a constant variance,"Group 1: mean = 8, sd = 2; Group 2: mean = 5, sd = 2",twitter vs social media users in general,a linear relationship between outcome and predictor variable,Maybe,Maybe,4,1,1,4,1,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-22 10:18:40,2021-02-22 16:04:01,IP Address,94.193.241.61,100,20720,True,2021-02-22 16:04:02,R_3KqrtyjL2oFtZNN,,,,,51.4022979736328125,0.045806884765625,anonymous,EN,LINE,all of the above.,Yes,the predictor variable is categorical,"We can use the residuals to evaluate a range of different models (with continuous and categorical predictors, within, between, mixed designs).",Predicted outcome,Residuals have a mean of 0 with a small variance,long right tail,positive skew,log transformation,Mesokurtic (normal),residuals doesn't affect each other.,with a mean of zero and a constant variance,"Group 1: mean = 8, sd = 2; Group 2: mean = 5, sd = 2",twitter vs social media users in general,an additive increase between adjacent units,Yes,No,5,3,3,5,4,6,6,I paused the lectures to do each part of the quiz individually.,Yes please
2021-02-22 18:24:32,2021-02-22 18:39:24,IP Address,178.40.3.16,100,892,True,2021-02-22 18:39:25,R_3qx04yfJsdDK6GA,,,,,48.9777069091796875,21.27630615234375,anonymous,EN,LINE,all of the above.,Yes,the predictor variable is categorical,"We can use the residuals to evaluate a range of different models (with continuous and categorical predictors, within, between, mixed designs).",Predicted outcome,Residuals have a mean of 0 with a small variance,long right tail,positive skew,log transformation,Mesokurtic (normal),residuals doesn't affect each other.,with a mean of zero and a constant variance,"Group 1: mean = 8, sd = 2; Group 2: mean = 5, sd = 2",twitter vs social media users in general,"that's all the same, Jens!",Yes,No,6,3,1,6,1,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-23 02:44:09,2021-02-23 02:56:13,IP Address,82.1.61.189,100,724,True,2021-02-23 02:56:14,R_qDw5zMitpT7w30l,,,,,52.92919921875,-1.10650634765625,anonymous,EN,LINE,all of the above.,Yes,the predictor variable is categorical,"We can use the residuals to evaluate a range of different models (with continuous and categorical predictors, within, between, mixed designs).",Predicted outcome,Residuals have a mean of 0 with a small variance,long right tail,positive skew,log transformation,Mesokurtic (normal),residuals doesn't affect each other.,with a mean of zero and a constant variance,"Group 1: mean = 8, sd = 2; Group 2: mean = 8, sd = 6",twitter vs social media users in general,"that's all the same, Jens!",No,No,5,2,1,1,1,5,5,i watched the entire lecture before doing this quiz.,Yes please
2021-02-23 02:53:53,2021-02-23 03:01:14,IP Address,2.49.62.85,100,441,True,2021-02-23 03:01:14,R_2q1MQXlBiAFQKfi,,,,,25.2633056640625,55.3087005615234375,anonymous,EN,LINE,all of the above.,Yes,the outcome variable is continous,"We can use the residuals to evaluate a range of different models (with continuous and categorical predictors, within, between, mixed designs).",Predicted outcome,Residuals have a mean of 0 and a large variance,long right tail,positive skew,log transformation,Mesokurtic (normal),residuals doesn't affect each other.,with a mean of zero and a constant variance,"Group 1: mean = 8, sd = 2; Group 2: mean = 5, sd = 2",twitter vs social media users in general,"that's all the same, Jens!",Yes,No,6,2,1,6,1,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-23 03:34:05,2021-02-23 03:37:50,IP Address,82.29.132.108,100,224,True,2021-02-23 03:37:50,R_3rHwqafYFwloqVo,,,,,52.9994049072265625,-1.131805419921875,anonymous,EN,LINE,all of the above.,Yes,the predictor variable is categorical,"We can use the residuals to evaluate a range of different models (with continuous and categorical predictors, within, between, mixed designs).",Predicted outcome,Residuals have a mean of 0 with a small variance,long right tail,positive skew,log transformation,Mesokurtic (normal),residuals doesn't affect each other.,with a mean of zero and a constant variance,"Group 1: mean = 5, sd = 2; Group 2: mean = 5, sd = 6",twitter vs social media users in general,a linear relationship between outcome and predictor variable,Yes,No,6,3,1,1,1,6,6,i watched the entire lecture before doing this quiz.,Yes please
2021-02-23 04:23:10,2021-02-23 04:32:26,IP Address,146.212.221.59,100,555,True,2021-02-23 04:32:26,R_2rqhzgBuXzdRs25,,,,,46.05029296875,14.5045928955078125,anonymous,EN,LINE,our conclusions might be invalid.,Yes,the predictor variable is continuous,"We can use the residuals to evaluate a range of different models (with continuous and categorical predictors, within, between, mixed designs).",Predicted outcome,Residuals have a mean of 0 with a small variance,long left tail,positive skew,log transformation,Leptokurtic,residuals doesn't affect each other.,with a mean of zero and a constant variance,"Group 1: mean = 8, sd = 2; Group 2: mean = 5, sd = 2",facebook vs snapchat users,"that's all the same, Jens!",Maybe,No,4,2,1,1,1,5,4,i watched the entire lecture before doing this quiz.,Yes please
2021-02-23 04:44:20,2021-02-23 04:49:19,IP Address,95.145.196.144,100,298,True,2021-02-23 04:49:19,R_0Nkj4sbaopVdYel,,,,,52.3957977294921875,-1.4795989990234375,anonymous,EN,LINE,all of the above.,Yes,the predictor variable is continuous,"We can use the residuals to evaluate a range of different models (with continuous and categorical predictors, within, between, mixed designs).",Predicted outcome,Residuals have a mean of 0 with a small variance,long right tail,positive skew,log transformation,Mesokurtic (normal),residuals doesn't affect each other.,with a mean of zero and a constant variance,"Group 1: mean = 5, sd = 2; Group 2: mean = 5, sd = 6",facebook vs snapchat users,a linear relationship between outcome and predictor variable,Yes,Yes,,,,,,,,i watched the entire lecture before doing this quiz.,Yes please
